1250069793,Truly Madly Guilty,Liane Moriarty,2016,207,112,279.59
0425256758,Dead Heat,Patricia Briggs,2015,415,208,251.42
0393346773,The Obituary Writer,Ann Hood,2013,177,152,222.02
0140565337,Parts,Tedd Arnold,1997,205,11,137.74
0553584480,The Face,Dean Koontz,2003,423,300,213.95
0061583073,At Grave's End,Jeaniene Frost,2008,204,84,368.44
1401341705,The Collaborator,Margaret Leroy,2011,292,82,203.98
0753820331,The neon rain,James Lee Burke,1987,263,229,309.18
1408319462,Slated,Teri Terry,2012,107,90,309.38
0060638508,Sein und Zeit,Martin Heidegger,1927,297,208,206.86
0446608890,Saving Faith,David Baldacci,1999,325,261,260.75
030734813X,Jurassic Park,Michael Crichton,1990,322,268,310.45
0688147321,Chrysanthemum,Kevin Henkes,1991,290,76,232.97
0375868704,The Emerald Atlas,John  Stephens,2011,357,116,89.69
0061931411,Dragon Haven,Robin Hobb,2010,122,7,167.99
0751531189,The Charm School,Nelson DeMille,1988,219,18,70.58
074324754X,The Glass Castle,Jeannette Walls,2005,213,8,317.8
0552154288,Hogfather,Terry Pratchett,1996,444,377,150.17
1400030269,Plateforme,Michel Houellebecq,2001,456,213,299.76
0061002828,The Hellbound Heart,Clive Barker,1986,250,106,113.19
0553573861,Zodiac,Neal Stephenson,1988,376,18,369.67
044101173X,Redemption Ark,Alastair Reynolds,2003,314,60,216.75
0425205754,Montana Sky,Nora Roberts,1996,392,352,57.6
0451464397,Skin Game,Jim Butcher,2014,259,140,125.75
0060554738,The Game,Neil Strauss,2005,367,275,325.12
0671670689,Dawn ,V.C. Andrews,1990,353,323,80.86
1101875895,Our Souls at Night,Kent Haruf,2015,167,56,243.0
0340896965,One Day,David Nicholls,2009,266,149,154.77
0778325342,Fire Study,Maria V. Snyder,2008,100,82,329.24
0385539703,The Children Act,Ian McEwan,2014,360,152,367.03
0399156135,The First Rule,Robert Crais,2010,196,63,160.8
0743484363,Remember Me ,Mary Higgins Clark,1994,203,109,343.88
006232005X,The Heist,Daniel Silva,2014,130,5,252.16
006102001X,The Struggle,L.J. Smith,1991,459,354,139.76
0803734956,The Sky Is Everywhere,Jandy Nelson,2010,454,38,326.66
038553292X,Lawrence in Arabia,Scott Anderson,2013,296,41,358.25
0316216828,Broken Monsters,Lauren Beukes,2014,190,36,298.54
0446573108,The Sixth Man,David Baldacci,2011,122,60,163.49
068480154X,Tender Is the Night,F. Scott Fitzgerald,1933,452,87,206.05
0399157212,Port Mortuary,Patricia Cornwell,2010,396,13,143.74
0062267175,Crush,Nicole  Williams,2013,467,163,374.73
0399164421,Thankless in Death ,J.D. Robb,2013,370,190,237.3
0060786507,The Poisonwood Bible,Barbara Kingsolver,1998,382,205,260.72
0061719544,American on Purpose,Craig Ferguson,2009,207,75,299.61
0061929379,Pirate Latitudes,Michael Crichton,2009,342,219,164.34
0380811081,Again the Magic ,Lisa Kleypas,2004,172,58,65.36
0399157565,The Bone Bed,Patricia Cornwell,2012,230,88,253.12
0385539126,Stone Mattress,Margaret Atwood,2014,496,8,140.2
0316056219,Ship Breaker,Paolo Bacigalupi,2010,460,121,101.18
0345482409,Enchantment,Orson Scott Card,1999,122,60,238.1
0439568404,Night of the Living Dummy,R.L. Stine,1993,304,224,195.75
031624371X,The Crown Tower,Michael J. Sullivan,2013,219,71,90.9
0060512741,The Lathe of Heaven,Ursula K. Le Guin,1971,466,156,155.91
0786816589,Crispin: The Cross of Lead,Avi,2002,406,392,347.54
0316250813,California,Edan Lepucki,2014,108,35,71.68
1408816032,The Song of Achilles,Madeline Miller,2011,164,65,167.13
0399154779,Dark of the Moon,John Sandford,2004,244,107,85.42
1476789258,Eight Hundred Grapes,Laura Dave,2015,178,130,94.41
1481420763,Bad for You,Abbi Glines,2014,192,5,221.19
1594561753,The Black Cat,Edgar Allan Poe,1843,463,33,117.03
0316154512,A Wedding in December,Anita Shreve,2005,439,218,195.47
0439405572,The Capture,Kathryn Lasky,2003,338,75,343.74
0553807188,The Accident,Linwood Barclay,2011,143,48,73.41
0765336413,The Providence of Fire,Brian Staveley,2015,435,240,260.09
1596435739,The Sculptor,Scott McCloud,2015,261,89,351.47
0312938829,Dream Chaser,Sherrilyn Kenyon,2008,446,371,397.09
0515142891,Finding the Dream,Nora Roberts,1996,114,109,118.57
143914799X,Web of Lies,Jennifer Estep,2010,421,108,241.46
0394895894,The Ruby in the Smoke,Philip Pullman,1985,389,235,348.77
0804139024,The Martian,Andy Weir,2012,205,181,234.81
1451681739,The Light Between Oceans,M.L. Stedman,2012,274,57,326.78
0375990674,Fallen in Love,Lauren Kate,2012,170,64,99.51
1416595163,Pursuit of Honor,Vince Flynn,2009,473,248,147.51
141659518X,American Assassin,Vince Flynn,2010,129,109,335.6
0679772677,A Civil Action,Jonathan Harr,1995,404,285,326.31
031632468X,Frog Music,Emma Donoghue,2014,467,375,174.34
1842322761,On the Beach,Nevil Shute,1957,488,123,224.04
0586217835,Magician,Raymond E. Feist,1982,479,122,169.33
0345388666,The Shining Ones,David Eddings,1993,469,60,270.25
0751504386,Skeleton Crew,Stephen King,1985,309,201,84.21
1595542779,Skin,Ted Dekker,2006,121,79,274.89
0505527847,Trouble in Mudbug,Jana Deleon,2009,448,368,222.9
1414334095,Her Daughter's Dream,Francine Rivers,2010,349,284,97.27
0399157441,Chasing Fire,Nora Roberts,2011,142,27,138.86
0670020559,The Magicians,Lev Grossman,2009,417,226,102.11
0446602213,"Morning, Noon & Night",Sidney Sheldon,1995,310,250,194.89
0345435168,Open House,Elizabeth Berg,2000,444,394,131.15
0345515633,Last to Die,Tess Gerritsen,2012,171,152,280.33
0451458923,Summer Knight,Jim Butcher,2002,411,377,164.52
0316204366,David and Goliath,Malcolm Gladwell,2011,399,292,145.82
067973225X,As I Lay Dying,William Faulkner,1930,394,218,219.36
0373210337,The Girl in the Steel Corset,Kady Cross,2011,383,355,176.33
0345460065,The Romanov Prophecy,Steve Berry,2004,114,102,51.39
0316002895,Max ,James Patterson,2009,294,112,239.02
0446556815,Sin Undone,Larissa Ione,2010,383,111,173.07
0061836923,Moonlight Mile ,Dennis Lehane,2010,113,12,181.98
0752860550,Sepulchre,Kate Mosse,2007,446,217,270.29
1849234752,Rock Chick Rescue,Kristen Ashley,2009,163,31,85.8
0446692654,Jack & Jill,James Patterson,1996,139,26,205.95
0062284835,Fracture Me,Tahereh Mafi,2013,323,134,165.55
0553376055,How I Live Now,Meg Rosoff,2004,315,37,171.81
0743223136,John Adams,David McCullough,2001,108,21,232.56
0312364083,Firefly Lane,Kristin Hannah,2008,338,296,166.84
0439023513,Mockingjay,Suzanne Collins,2010,247,95,344.02
0380815583,An Offer From a Gentleman,Julia Quinn,2001,249,55,315.37
0425067823,Elephants Can Remember,Agatha Christie,1972,121,69,63.85
0446545244,Angel,James Patterson,2011,228,36,128.26
0758216416,Succubus Blues,Richelle Mead,2007,410,213,230.5
031285787X,Necroscope ,Brian Lumley,1986,281,3,212.14
0316024643,Cross Country,James Patterson,2008,235,160,310.87
0142401447,The Pearls of Lutra,Brian Jacques,1996,217,117,364.43
1416549978,The Broken Window,Jeffery Deaver,2008,412,201,144.97
0413771164,The Truth,Terry Pratchett,2000,469,83,288.44
1842431021,Villa Incognito,Tom Robbins,2003,450,53,392.44
0552152161,Not Without My Daughter,Betty Mahmoody,1987,153,136,289.03
1439102414,Flash and Bones,Kathy Reichs,2011,290,248,103.78
0061985880,Endlessly,Kiersten White,2012,275,43,162.64
0140013083,The Chrysalids,John Wyndham,1955,303,174,393.28
0140558640,Rumpelstilzchen,Paul O. Zelinsky,1986,315,5,361.98
1620610078,Obsidian,Jennifer L. Armentrout,2011,309,70,166.76
1250077699,The Sound of Gravel,Ruth Wariner,2016,151,52,320.16
0060744871,The Pursuit of Happyness,Chris Gardner,2006,429,429,174.98
0385333900,Jailbird,Kurt Vonnegut Jr.,1979,138,26,231.11
0060513098,Falling Up,Shel Silverstein,1996,320,301,155.94
0446693804,A Walk to Remember,Nicholas Sparks,1999,393,385,358.16
1416975888,Clockwork Prince,Cassandra Clare,2011,499,349,271.02
1401322786,The Time Keeper,Mitch Albom,2012,212,35,181.73
0345347951,Childhood's End,Arthur C. Clarke,1953,380,299,92.94
0385735294,The Sorceress,Michael Scott,2009,309,177,85.0
0061020648,Guards! Guards!,Terry Pratchett,1989,449,78,343.22
006093316X,The Great and Secret Show,Clive Barker,1989,366,127,113.89
1936305623,Gabriel's Inferno,Sylvain Reynard,2011,199,105,383.44
0312939035,E Is for Evidence,Sue Grafton,1988,352,253,226.88
0765348802,Memories of Ice,Steven Erikson,2001,101,5,341.97
0399158820,Calculated in Death,J.D. Robb,2013,422,394,363.96
0060739428,"Catherine, Called Birdy",Karen Cushman,1994,401,337,95.57
0143417231,Can Love Happen Twice?,Ravinder Singh,2011,397,230,139.45
0385342020,Twenties Girl,Sophie Kinsella,2009,295,15,339.69
0446402400,The Secret Speech,Tom Rob Smith,2009,465,443,247.64
0345418417,The Ringworld Engineers ,Larry Niven,1979,484,65,50.86
1423134494,Bloody Valentine,Melissa de la Cruz,2010,311,109,331.41
0553805487,Garden Spells,Sarah Addison Allen,2007,364,330,127.98
0743281640,Chasing Darkness,Robert Crais,2008,271,125,178.5
0316037885,The Magician's Apprentice,Trudi Canavan,2009,218,24,195.99
0345487133,Earth Abides,George R. Stewart,1949,270,220,316.1
0316009857,Keeping You a Secret,Julie Anne Peters,2007,109,0,123.14
0812508440,The White Rose,Glen Cook,1985,360,146,381.52
034525855X,A Spell for Chameleon,Piers Anthony,1977,180,114,365.33
0553813145,Midnight Tides,Steven Erikson,2004,427,189,399.66
0786890754,"PS, I Love You",Cecelia Ahern,2003,295,284,90.71
0060598328,The Saving Graces,Patricia Gaffney,1999,220,138,65.38
0765343436,Daughter of the Forest,Juliet Marillier,1999,343,94,192.16
0515121843,Sea Swept,Nora Roberts,1998,231,202,141.62
0450040186,The Shining,Stephen King,1977,154,153,330.72
1568650949,Bloodline,Sidney Sheldon,1977,474,121,348.57
0060734000,Touching Spirit Bear,Ben Mikaelsen,1997,277,95,64.37
0770430074,Life of Pi,Yann Martel,2001,393,225,214.68
0385739141,Torment,Lauren Kate,2010,445,117,178.23
0385542070,Nutshell,Ian McEwan,2016,192,106,259.0
1423104870,The Wizard Heir,Cinda Williams Chima,2007,449,426,394.84
0692572031,Big Rock,Lauren Blakely,2016,391,98,395.46
0743422449,Mercy,Jodi Picoult,1996,446,266,360.16
0312364105,True Colors,Kristin Hannah,2009,305,127,399.48
2266120921,L.A. Requiem,Robert Crais,1999,306,2,239.23
0758290411,Seven Years to Sin,Sylvia Day,2011,413,220,150.81
0671729454,If There Be Thorns,V.C. Andrews,1981,469,390,251.07
0345503813,The Desert Spear,Peter V. Brett,2010,139,19,55.45
1101946342,Grey,E.L. James,2015,350,272,322.21
0553804804,Brother Odd,Dean Koontz,2006,341,274,250.77
044021145X,The Firm,John Grisham,1991,431,163,345.61
1416950079,Tricks,Ellen Hopkins,2009,451,17,398.12
0061284203,Into the Wild,Erin Hunter,2003,183,108,392.51
1597372552,The Never War,D.J. MacHale,2003,347,128,217.89
0061726834,Delirium,Lauren Oliver,2011,214,123,275.25
0886774268,Magic's Price,Mercedes Lackey,1990,241,172,91.58
8129115301,Two States,Chetan Bhagat,2009,199,61,72.99
0345418425,Footfall,"Larry Niven, Jerry Pournelle",1985,360,358,51.27
1596434465,Zita the Spacegirl,Ben Hatke,2011,427,55,156.99
0375706410,Waiting,Ha Jin,1999,161,125,120.23
1599906953,Throne of Glass,Sarah J. Maas,2012,361,30,241.5
0393065782,The Book of Negroes,Lawrence Hill,2007,471,291,379.88
0553805460,The Wolf of Wall Street,Jordan Belfort,2007,335,278,382.8
006053124X,It's In His Kiss,Julia Quinn,2005,493,96,118.77
0425189031,Portrait in Death,J.D. Robb,2003,262,180,278.41
0743253426,Islands in the Stream,Ernest Hemingway,1970,107,68,327.16
006124242X,Darke,"Angie Sage, Mark Zug",2011,261,173,328.23
0399150862,The Cove,Catherine Coulter,1996,249,50,114.85
1590385810,Fablehaven,Brandon Mull,2006,245,32,250.17
0743233492,Break No Bones,Kathy Reichs,2006,140,10,350.95
0307269760,Too Much Happiness,Alice Munro,2009,100,63,145.88
0425143325,Without Remorse,Tom Clancy,1993,150,95,200.28
0802734375,Wild Cards,Simone Elkeles,2013,377,26,176.54
0671027638,The Fuck-Up,Arthur Nersesian,1997,177,103,113.54
0345481291,Throne of Jade,Naomi Novik,2006,138,4,370.56
0440225442,One False Move,Harlan Coben,1998,176,144,157.42
0312933541,A Matter of Honor,Jeffrey Archer,1985,128,33,201.91
0312941919,Trunk Music,Michael Connelly,1997,387,264,60.19
1606841750,Monsters,Ilsa J. Bick,2011,160,10,122.03
0385743602,Calamity,Brandon Sanderson,2016,341,177,223.73
0060935499,Amadeus,Peter Shaffer,1979,357,240,329.66
0446610178,The Sky is Falling,Sidney Sheldon,2000,434,16,302.65
0671578855,A Civil Campaign,Lois McMaster Bujold,1999,321,118,123.86
0425267040,Rush,Maya Banks,2013,259,188,138.83
0316166294,The Brass Verdict,Michael Connelly,2008,477,151,209.65
1250019672,Ladies' Night ,Mary Kay Andrews,2013,427,250,100.2
0307341542,Sharp Objects,Gillian Flynn,2006,279,15,356.95
0440226708,The Incredible Journey,Sheila Burnford,1960,177,134,263.66
0312554192,Where We Belong,Emily Giffin,2012,125,6,184.26
1455536253,The Guilty,David Baldacci,2015,251,151,271.22
0804188246,Ruby,Cynthia Bond,2014,154,92,287.47
1439166641,Galveston,Nic Pizzolatto,2004,244,98,192.15
0515144665,The Pagan Stone,Nora Roberts,2008,346,276,92.83
0575075066,God Emperor of Dune,Frank Herbert,1981,180,128,85.77
0749934395,Seduction in Death,J.D. Robb,2001,261,223,350.9
1937248097,The Duchess War,Courtney Milan,2012,179,80,254.42
068987121X,"Over Sea, Under Stone",Susan Cooper,1965,230,223,82.72
0425267083,Burn,Maya Banks,2013,384,80,105.6
0812992792,The Orphan Master's Son,Adam Johnson,2012,259,228,271.27
0399162437,The Last Star,Rick Yancey,2016,286,44,111.26
0553582917,Intensity,Dean Koontz,1987,498,275,111.27
1416571736,Going Too Far,Jennifer Echols,2009,419,200,207.26
0062317148,The Guard,Kiera Cass,2014,148,42,349.92
0316097527,"Alex Cross, Run",James Patterson,2013,317,147,304.69
1599903385,Need,Carrie Jones,2008,159,28,135.65
0753510995,"Screw It, Let's Do It",Richard Branson,2006,496,341,368.71
076534629X,The Codex,Douglas Preston,2003,386,234,277.9
0062194720,The Revenge of Seven,Pittacus Lore,2014,303,296,390.28
0812966295,King Solomon's Mines,H. Rider Haggard,1885,488,321,129.66
0446694843,Good Grief,Lolly Winston,2004,349,122,191.14
1416951172,Extras,Scott Westerfeld,2006,400,366,117.07
0140042520,The Dharma Bums,Jack Kerouac,1958,141,43,341.45
0743231511,Life after God,Douglas Coupland,1994,177,63,83.01
0446613355,London Bridges,James Patterson,2004,460,457,174.61
0441010288,The Lost Years of Merlin,T.A. Barron,1996,348,259,148.48
0399162593,Fish In A Tree,Lynda Mullaly Hunt,2015,343,197,138.92
0752849190,Darkest Fear,Harlan Coben,1999,405,102,130.8
0142401102,A Long Way From Chicago,Richard Peck,1998,321,171,159.26
0345313151,Bearing an Hourglass,Piers Anthony,1984,414,87,134.98
1616149981,The Life We Bury,Allen Eskens,2014,288,254,286.36
0007191324,The Winter Rose,Jennifer Donnelly,2008,485,81,99.65
0399155015,Moscow Rules,Daniel Silva,2008,320,167,352.65
0441627404,The Once and Future King,T.H. White,1958,180,49,294.31
1933718552,Ashfall,Mike Mullin,2011,269,35,97.64
